Date,Max Temp,Min Temp,Mean Temp
06/01/1961,6.382720588,0.69262985,3.537675219
07/01/1961,7.383181952,-0.4600793,3.461551326
08/01/1961,8.166408128,-0.0378929,4.064257614
09/01/1961,7.383604773,0.81356541,4.098585092
10/01/1961,6.739818622,1.74304801,4.241433316
11/01/1961,4.851012204,0.10103138,2.476021792
12/01/1961,7.645202727,-2.2032507,2.720976014
13/01/1961,9.345184923,2.017351,5.681267962
14/01/1961,6.264929253,2.4017793,4.333354277
15/01/1961,6.264035305,2.12982072,4.196928013
16/01/1961,3.794727177,0.18896438,1.991845779
17/01/1961,4.29204537,0.23830986,2.265177615
18/01/1961,7.733911098,0.91664877,4.325279934
19/01/1961,6.535865896,2.127802,4.331833948
20/01/1961,7.931628472,3.97903459,5.955331531
21/01/1961,9.191024183,3.91602496,6.553524572
22/01/1961,6.257434006,3.4075894,4.832511703
23/01/1961,4.398361266,2.24541036,3.321885813
24/01/1961,2.985916782,1.78637477,2.386145776
25/01/1961,1.723495549,0.02510236,0.874298955
26/01/1961,4.260428766,-1.3487327,1.455848033
27/01/1961,6.461953068,-2.0155081,2.223222484
28/01/1961,10.7586289,1.54926138,6.15394514
29/01/1961,11.39754251,4.49277004,7.945156275
30/01/1961,10.09555925,6.0868419,8.091200575
31/01/1961,9.729942241,6.02132023,7.875631236
01/02/1961,7.655926994,3.03288019,5.344403592
02/02/1961,7.341830043,3.44793422,5.394882132
03/02/1961,8.802097434,2.38673955,5.594418492
04/02/1961,9.081568707,1.32348736,5.202528034
05/02/1961,11.71112625,3.53284651,7.62198638
06/02/1961,10.24786658,6.03234493,8.140105755
07/02/1961,10.74819588,5.21482825,7.981512065
08/02/1961,11.36518051,5.95925039,8.66221545
09/02/1961,12.36716589,8.22331671,10.2952413
10/02/1961,10.77067469,5.09096688,7.930820785
11/02/1961,12.1408703,7.50150817,9.821189235
12/02/1961,11.41270941,7.49441109,9.45356025
13/02/1961,11.02029346,7.81093864,9.41561605
14/02/1961,16.92844915,2.86684178,9.897645465
15/02/1961,9.239744696,5.05596664,7.147855668
16/02/1961,9.174072652,6.26532246,7.719697556
17/02/1961,10.38967401,5.02545816,7.707566085
18/02/1961,11.87576051,5.2070828,8.541421655
19/02/1961,12.69804862,3.7198115,8.20893006
20/02/1961,11.23121215,4.63213447,7.93167331
21/02/1961,6.926686824,3.98946404,5.458075432
22/02/1961,7.773492283,4.07445883,5.923975557
23/02/1961,8.537920889,3.22333997,5.88063043
24/02/1961,10.79316185,4.1336983,7.463430075
25/02/1961,11.20661825,5.44746071,8.32703948
26/02/1961,12.73840209,7.94214369,10.34027289
27/02/1961,9.191192246,5.58257193,7.386882088
28/02/1961,9.979705196,2.5286265,6.254165848
01/03/1961,11.60560339,5.83625471,8.72092905
02/03/1961,13.06575786,5.40136034,9.2335591
03/03/1961,13.26568944,0.50259528,6.88414236
04/03/1961,15.10204572,1.07795485,8.090000285
05/03/1961,16.91763782,0.91344276,8.91554029
06/03/1961,16.6544755,2.02941805,9.341946775
07/03/1961,13.52636146,4.55002135,9.038191405
08/03/1961,15.05767404,4.78317034,9.92042219
09/03/1961,10.59103151,1.79682952,6.193930515
10/03/1961,13.88405497,2.34276601,8.11341049
11/03/1961,15.28390562,5.75807543,10.52099053
12/03/1961,13.41883808,7.67270037,10.54576923
13/03/1961,13.97796817,9.13892464,11.55844641
14/03/1961,19.00419789,6.91486987,12.95953388
15/03/1961,21.03257624,4.82503906,12.92880765
16/03/1961,21.47445835,2.94493859,12.20969847
17/03/1961,19.10541439,6.88317713,12.99429576
18/03/1961,9.706006947,2.88301031,6.294508629
19/03/1961,7.692507146,1.42083882,4.556672983
20/03/1961,9.287327235,-1.7871855,3.750070868
21/03/1961,8.862453899,2.20234787,5.532400885
22/03/1961,8.853032798,-0.1579386,4.347547099
23/03/1961,13.20353563,4.245355,8.724445315
24/03/1961,14.30384314,1.44746961,7.875656375
25/03/1961,14.52695691,1.30082245,7.91388968
26/03/1961,14.53319655,3.32168638,8.927441465
27/03/1961,10.69112262,2.96668822,6.82890542
28/03/1961,12.2843149,1.26196292,6.77313891
29/03/1961,12.08848404,4.97317537,8.530829705
30/03/1961,14.99810296,8.07193446,11.53501871
31/03/1961,14.44357336,4.19895408,9.32126372
01/04/1961,14.64779086,8.40587369,11.52683228
02/04/1961,13.71111432,9.2607956,11.48595496
03/04/1961,8.837562241,5.50862775,7.173094996
04/04/1961,11.76443305,4.28744764,8.025940345
05/04/1961,15.47669137,6.33571734,10.90620436
06/04/1961,17.98444374,7.15210104,12.56827239
07/04/1961,12.65861845,8.46383313,10.56122579
08/04/1961,10.36146268,6.13177686,8.24661977
09/04/1961,12.74276173,6.45246645,9.59761409
10/04/1961,14.87884863,5.81095377,10.3449012
11/04/1961,16.442145,6.46532485,11.45373493
12/04/1961,14.76134724,7.12534778,10.94334751
13/04/1961,16.49139007,10.1976664,13.34452824
14/04/1961,15.86164075,8.47458894,12.16811485
15/04/1961,17.07677187,6.71570515,11.89623851
16/04/1961,15.55010495,5.05103414,10.30056955
17/04/1961,16.33094332,7.53804635,11.93449484
18/04/1961,17.45468151,5.06129866,11.25799009
19/04/1961,16.64136811,6.00525771,11.32331291
20/04/1961,14.85123396,7.72425893,11.28774645
21/04/1961,16.82568653,10.053257,13.43947177
22/04/1961,14.2170192,8.24102309,11.22902115
23/04/1961,15.12220949,6.43895257,10.78058103
24/04/1961,16.14799376,4.87300939,10.51050158
25/04/1961,15.99890557,5.0199811,10.50944334
26/04/1961,15.07793472,8.06052309,11.56922891
27/04/1961,14.69546255,7.59532253,11.14539254
28/04/1961,14.87521099,4.95483889,9.91502494
29/04/1961,13.84832002,8.01902296,10.93367149
30/04/1961,15.08235471,6.26295145,10.67265308
01/05/1961,14.237575,8.24161047,11.23959274
02/05/1961,15.2842045,8.40489117,11.84454784
